Time,Satellite,theta,rho
2025-05-31 14:38:00,STARLINK-31484,5.81407560678357,68.5601617690344
2025-05-31 14:38:00,STARLINK-11328 [DTC],2.56369247589133,65.5331819474608
2025-05-31 14:38:00,STARLINK-32671,2.71919959149374,75.8985963916405
2025-05-31 14:39:00,STARLINK-1173,4.87567876313699,60.435103012707
2025-05-31 14:39:00,STARLINK-3286,0.526652200340359,83.5475168595194
2025-05-31 14:39:00,STARLINK-30440,0.0639919426112642,67.809691025164
2025-05-31 14:39:00,STARLINK-31273,4.44508414060741,76.8549597390775
2025-05-31 14:39:00,STARLINK-31484,2.22629996478602,60.6816554580902
2025-05-31 14:39:00,STARLINK-32077,4.97443447654822,60.8427496949095
2025-05-31 14:40:00,STARLINK-2672,4.55864851641936,88.730462939946
2025-05-31 14:40:00,STARLINK-3296,4.10968870213696,75.5781705876
2025-05-31 14:40:00,STARLINK-5919,6.21345720630778,70.9393832679893
2025-05-31 14:40:00,STARLINK-6072,0.759985708906652,83.2251298129065
2025-05-31 14:40:00,STARLINK-30316,1.51735463955342,70.6100167578297
2025-05-31 14:40:00,STARLINK-32077,3.02166499176675,60.3527030951978
2025-05-31 14:40:00,STARLINK-32687,2.68032609967838,82.0693959080092
2025-05-31 14:41:00,STARLINK-3296,0.621235793360858,60.2879379273942
2025-05-31 14:41:00,STARLINK-3927,3.97304587480468,69.060672910991
2025-05-31 14:41:00,STARLINK-5919,2.56717985606704,65.2673296749531
2025-05-31 14:41:00,STARLINK-30317,3.44853711294527,76.3305655367082
2025-05-31 14:41:00,STARLINK-31191,4.12748024314697,66.2955488836269
2025-05-31 14:41:00,STARLINK-31852,4.74702345061471,65.0472038082871
2025-05-31 14:41:00,STARLINK-31939,4.14275543492156,68.3764718004682
2025-05-31 14:42:00,STARLINK-1193,5.17843567957967,64.7029759613615
2025-05-31 14:42:00,STARLINK-4258,0.283974333284506,73.3615933006687
2025-05-31 14:42:00,STARLINK-5711,5.64548163781689,65.8242562871821
2025-05-31 14:42:00,STARLINK-32951,2.02511152422359,84.4584147552377
2025-05-31 14:43:00,STARLINK-31456,5.00608483782557,81.3990356751594
2025-05-31 14:44:00,STARLINK-4534,1.65092797436317,71.9996377242046
2025-05-31 14:44:00,STARLINK-4768,4.54438891601546,68.8765225779185
2025-05-31 14:44:00,STARLINK-30492,6.1755456723439,63.684353009007
2025-05-31 14:44:00,STARLINK-31271,5.60364906388986,72.7798367239963
2025-05-31 14:44:00,STARLINK-32185,4.41098027609845,61.4313426428395
2025-05-31 14:44:00,STARLINK-32667,0.869411836233008,81.7339118605901
2025-05-31 14:45:00,STARLINK-2673,5.1281037610278,63.3125436476207
2025-05-31 14:45:00,STARLINK-4768,0.304834246550396,60.506189782261
2025-05-31 14:45:00,STARLINK-11324 [DTC],3.96796069137392,66.3902636118066
2025-05-31 14:46:00,STARLINK-2673,2.97603552702241,67.6768565266009
2025-05-31 14:46:00,STARLINK-3276,5.9529014486129,73.2116666475324
2025-05-31 14:46:00,STARLINK-4705,1.68451495508944,64.9831182131869
2025-05-31 14:46:00,STARLINK-6063,5.22061790656344,77.2413508575072
2025-05-31 14:46:00,STARLINK-30303,5.71635926835677,84.7496221516879
2025-05-31 14:46:00,STARLINK-31906,3.21468132991948,62.9177103482641
2025-05-31 14:47:00,STARLINK-1522,1.14231772818567,65.8014411274614
2025-05-31 14:47:00,STARLINK-32953,1.64243214875849,85.3613157761449
2025-05-31 14:48:00,STARLINK-4535,2.01735393552748,78.5176167440925
2025-05-31 14:48:00,STARLINK-6196,1.81815688567044,60.4911846049628
2025-05-31 14:48:00,STARLINK-32513,4.6038028473264,72.9467789786328
2025-05-31 14:49:00,STARLINK-2453,0.616249513165215,86.3627938508426
2025-05-31 14:49:00,STARLINK-31450,4.90687986191121,62.1506854962602
2025-05-31 14:50:00,STARLINK-2734,3.38580770380152,63.1856587146817
2025-05-31 14:50:00,STARLINK-4685,5.66665145931446,65.3311454900254
2025-05-31 14:50:00,STARLINK-32518,0.932292534621493,70.4076180452582
2025-05-31 14:50:00,STARLINK-32448,0.468055335220115,70.7945336941894
2025-05-31 14:51:00,STARLINK-4699,2.80385322655735,77.3146392365196
2025-05-31 14:51:00,STARLINK-30190,5.35688182624371,60.6826780287148
2025-05-31 14:51:00,STARLINK-30278,0.0582395029498153,73.217855104045
2025-05-31 14:51:00,STARLINK-31066,0.946954416758547,66.5632121578914
2025-05-31 14:51:00,STARLINK-32498,4.54120406680702,67.1123885300107
2025-05-31 14:52:00,STARLINK-5922,4.93997038393178,64.6719360672782
2025-05-31 14:53:00,STARLINK-4530,5.11438162006213,75.0180039090118
2025-05-31 14:53:00,STARLINK-30408,1.05931438193078,61.5762789339444
2025-05-31 14:53:00,STARLINK-11461 [DTC],2.46750558933906,70.4182338250166
2025-05-31 14:54:00,STARLINK-2423,4.36527381509466,66.7644730002194
2025-05-31 14:54:00,STARLINK-6054,2.08379545807256,73.2636677421832
2025-05-31 14:54:00,STARLINK-5527,2.60099327117679,69.2438598303994
2025-05-31 14:54:00,STARLINK-30415,6.27379627485434,63.0150324085045
2025-05-31 14:54:00,STARLINK-30842,2.42756958453334,65.6505686460915
2025-05-31 14:54:00,STARLINK-31788,4.33941600441125,62.2742583024529
2025-05-31 14:55:00,STARLINK-2142,4.61581155097745,80.0738953634463
2025-05-31 14:55:00,STARLINK-2423,0.302372104190185,64.8978107134461
2025-05-31 14:55:00,STARLINK-4507,2.95433405647305,76.656246128033
2025-05-31 14:55:00,STARLINK-32458,3.69745002187033,67.5528422747816
2025-05-31 14:55:00,STARLINK-32684,4.82115785176643,61.6869830804736
2025-05-31 14:56:00,STARLINK-4686,3.85478923812747,61.3989187449917
2025-05-31 14:56:00,STARLINK-6218,0.534059170347446,68.9852126049116
2025-05-31 14:56:00,STARLINK-30186,2.26560953270536,62.4185905230703
2025-05-31 14:57:00,STARLINK-4686,0.742674562307208,74.7750702743137
2025-05-31 14:57:00,STARLINK-30322,5.31697455054777,66.3491723125247
2025-05-31 14:57:00,STARLINK-32958,5.31936140380631,74.7174987270613
2025-05-31 14:58:00,STARLINK-1526,1.92439010332039,84.6466476522526
2025-05-31 14:58:00,STARLINK-31892,2.30219565123171,86.6448694865003
2025-05-31 14:58:00,STARLINK-34043,6.06307240871314,68.671200000453
2025-05-31 14:59:00,STARLINK-4521,3.52919618629176,70.4909606542489
2025-05-31 14:59:00,STARLINK-5696,2.84791413025123,65.7498815961707
2025-05-31 14:59:00,STARLINK-5007,6.10291446218665,67.4781954083313
2025-05-31 14:59:00,STARLINK-11256 [DTC],3.13363583965809,73.6043562036729
2025-05-31 15:00:00,STARLINK-2409,5.51214629760572,68.7840673912506
2025-05-31 15:00:00,STARLINK-3952,0.650151166416454,71.1419211741233
2025-05-31 15:00:00,STARLINK-5526,3.20334107910298,80.9544419420128
